PQ,Wat1,Wat2,Wat3,year,month,index
90708.4354724,356.514757802,8.40278449526,44.9530784204,2018,3,10647
97680.223292,356.769106414,8.05428125393,48.2315279087,2018,3,10648
103652.857747,356.729077515,9.28230682899,46.0532700786,2018,3,10649
102550.446904,356.975318771,14.7905188823,44.0614395543,2018,3,10650
98867.6017908,356.863826696,10.019264694,43.8379928426,2018,3,10651
100300.618094,356.832275181,8.211999453,48.191325265,2018,3,10652
102372.377744,356.807297442,8.104626321,41.9682633731,2018,3,10653
108696.483415,356.775257957,8.13370486192,51.8733716128,2018,3,10654
104028.686133,356.799577483,14.0703359275,44.1534013502,2018,3,10655
95430.2678687,356.886959644,9.28641548506,47.4999649392,2018,3,10656
105808.207021,356.955550254,9.47481475573,52.4114352881,2018,3,10657
101690.443627,357.01849915,9.21605954521,42.3861000922,2018,3,10658
103768.781603,357.188114497,11.2258196844,49.2007909204,2018,3,10659
110184.440111,357.371681763,12.6913788423,45.4718780337,2018,3,10660
97079.3091064,357.623217432,9.97693962722,46.14193133,2018,3,10661
107265.816061,357.31646623,8.14459201839,50.3758979542,2018,3,10662
112766.055943,357.072908984,9.28159573897,42.0154425852,2018,3,10663
96658.8784045,357.038594043,13.7112818731,50.3973994653,2018,3,10664
104010.379812,357.388986982,10.9869998449,41.8844668998,2018,3,10665
107643.496123,357.695686377,8.22257459686,48.1888003766,2018,3,10666
100298.364139,357.142375503,8.03966726087,50.2743597629,2018,3,10667
108322.660436,357.052007246,8.12904501322,44.4230678383,2018,3,10668
109176.858346,356.871844116,14.2912150253,48.34983725,2018,3,10669
97444.9019296,356.728428687,9.31735280529,46.6474763033,2018,3,10670
111255.531804,357.12193085,9.30188647538,44.5656884016,2018,3,10671
110657.26793,356.65076103,9.01582674528,46.3034777493,2018,3,10672
98704.2611883,356.433824312,8.17373570588,44.3507505051,2018,3,10673
107011.459633,357.434896089,14.0600872102,54.1352532168,2018,3,10674
107980.205284,356.998566768,7.99304758905,42.2192832948,2018,3,10675
100574.991877,356.866932368,8.21799511776,52.8970723463,2018,3,10676
112090.307579,356.837488325,9.56738352475,42.1523134122,2018,3,10677
109940.880376,357.666097354,9.82186021688,48.2121895707,2018,3,10678
96751.0489982,357.02000084,14.865136624,47.9906915207,2018,3,10679
111966.740619,356.967070562,8.28521609156,50.7522776009,2018,3,10680
118339.11965,357.57221686,8.88739947361,47.5779896931,2018,3,10681
105464.635096,357.048495654,9.5681434004,44.0732469676,2018,3,10682
105147.425229,357.100173491,9.20237125797,49.8181571251,2018,3,10683
111447.975805,357.878274971,13.8375413155,48.0493941681,2018,3,10684
100196.481682,357.630003149,9.01937209767,48.0447102248,2018,3,10685
119685.712163,357.560511108,9.11855855976,41.7098801225,2018,3,10686
119184.513183,351.748655103,9.25731021559,53.7328827416,2018,3,10687
108539.683139,345.911716162,9.1057475632,41.7547767999,2018,3,10688
109245.562662,346.382689258,13.0351038517,41.7823587809,2018,3,10689
117220.739836,345.593747007,8.35884123862,52.1748598978,2018,3,10690
120534.554045,345.285963521,8.12127963258,45.5629967811,2018,3,10691
104048.805305,345.588858125,9.16794574174,45.5649453556,2018,3,10692
115227.100915,344.703455171,9.64291062576,43.662991518,2018,3,10693
110506.663279,344.305134629,11.9967314145,43.6427523171,2018,3,10694
104982.210965,316.285002445,11.7739023596,49.7099845176,2018,3,10695
113187.957124,151.481909943,8.27138323898,41.8190310232,2018,3,10696
111490.136325,250.994593683,8.09903582839,50.0616468002,2018,3,10697
100366.93738,319.881286183,8.01448110427,40.0801749704,2018,3,10698
106716.646802,121.802002015,8.28124015206,43.7381191807,2018,3,10699
113919.515355,295.514148291,14.9381577751,51.51867129,2018,3,10700
102069.633519,185.041032454,9.52830483431,39.4310516848,2018,3,10701
109026.086704,360.800575288,9.33270744765,42.9266500127,2018,3,10702
100590.264512,331.421385016,8.11356215205,47.7972841819,2018,3,10703
88519.8149545,313.312014618,8.0210759563,42.0874899297,2018,3,10704
102900.740897,360.366034814,11.8284413198,46.1947308013,2018,3,10705
91049.7544709,286.472344363,10.0043689462,42.135336435,2018,3,10706
93200.3787769,268.896564209,8.31193401738,41.9797601697,2018,3,10707
103126.027276,273.599419117,9.83385853931,45.9611641421,2018,3,10708
87596.5978801,359.960671509,9.43126987877,46.1540588916,2018,3,10709
103802.657286,359.621355415,10.8859023796,41.622323625,2018,3,10710
92559.7718564,302.534089213,12.2802135875,42.0844106058,2018,3,10711
83671.3157649,121.723847932,7.9936986035,45.4313137585,2018,3,10712
94353.9941848,215.554547133,8.42519620321,45.6348043821,2018,3,10713
93629.0700524,240.996978103,7.96613511081,45.9151293763,2018,3,10714
98791.9883189,121.728617932,10.7346070311,40.4300426048,2018,3,10715
88538.8788796,310.338192772,13.2224089404,44.8742878406,2018,3,10716
89413.8942048,358.344259565,9.41644408251,45.4883280182,2018,3,10717
105136.569353,369.515381826,9.24268764474,44.3280172014,2018,3,10718
94600.7468145,292.01714804,8.35280358998,44.5804520543,2018,3,10719
92768.5372692,190.481343306,12.2229885769,44.4913307194,2018,3,10720
85007.385063,241.84431748,7.96240658626,48.1919048531,2018,3,10721
104979.386231,304.876241593,8.66527233361,45.8523004846,2018,3,10722
96496.8345275,192.167223624,9.27492288504,44.2366484826,2018,3,10723
91964.4736795,282.444544001,12.5057992607,47.1339784971,2018,3,10724
98915.6583732,253.041450459,12.2163917158,42.968092528,2018,3,10725
87566.9132275,153.660626504,7.92457834481,51.9906481897,2018,3,10726
103546.138465,373.920437187,8.50567217145,41.7317458308,2018,3,10727
99968.902929,237.081316466,8.36342391995,53.8983113908,2018,3,10728
78923.0502412,206.54701006,13.9063932093,43.3608754762,2018,3,10729
98617.3803238,217.823039224,9.95088766487,52.9693437258,2018,3,10730
92024.8682169,164.988848051,9.19213602243,46.8548309646,2018,3,10731
98371.943615,136.961284062,8.77881631886,47.6098877017,2018,3,10732
106159.262884,255.762974305,10.8713020887,52.154937036,2018,3,10733
85988.2627283,357.589227444,12.249172679,47.9892375031,2018,3,10734
95738.208071,258.735789598,8.55356081394,48.8123633496,2018,3,10735
108181.919225,240.15834765,9.30594617371,52.4258990073,2018,3,10736
96853.7629747,123.067710103,11.6096317916,47.9720060611,2018,3,10737
102788.997644,293.210586102,14.973095888,50.2678673537,2018,3,10738
90391.1387742,265.052949729,9.27013529246,54.340306643,2018,3,10739
95697.3914683,375.669643497,9.96921861363,48.3082063797,2018,3,10740
103897.270555,384.820657617,8.47563322408,54.4744525889,2018,3,10741
94741.215455,374.463599419,14.8841194313,43.466869133,2018,3,10742
101448.953013,359.124276759,9.40275054247,55.2413232553,2018,3,10743
97129.5406737,355.764453398,9.36763178126,52.4761343925,2018,3,10744
94891.5453596,355.287984448,8.94999745079,48.3879107581,2018,3,10745
105815.574693,355.513236519,12.6124684582,54.5970343245,2018,3,10746
97500.6197022,355.503297432,10.3655190112,50.7843581385,2018,3,10747
96961.7332087,355.556140566,8.05725107092,46.6570661228,2018,3,10748
98782.139716,355.65421063,8.63628272212,53.5318545448,2018,3,10749
92903.7694388,355.690376934,10.7999262495,53.1030914055,2018,3,10750
103075.524368,354.46409168,14.3860990259,45.8569187762,2018,3,10751
102018.960929,355.787746147,8.74605591766,57.9115627653,2018,3,10752
94191.2578058,355.570449938,8.97954431517,56.5607687777,2018,3,10753
102937.463079,356.139123016,9.17298923618,46.3021759739,2018,3,10754
101739.035117,356.178474813,14.1285252414,52.1421609655,2018,3,10755
100626.067207,356.230069756,10.2002860299,52.8441482846,2018,3,10756
101631.871002,356.072047606,11.0492311491,52.6135964246,2018,3,10757
91237.7001379,355.95835092,9.41129074464,52.6116319765,2018,3,10758
97485.5125304,355.646484288,13.9405178841,62.492196171,2018,3,10759
102290.415792,355.635338325,9.33443960814,40.5001911279,2018,3,10760
95676.3839144,355.64791753,8.50760865182,54.6675040167,2018,3,10761
100778.226788,355.920587159,8.93221167842,51.2990838899,2018,3,10762
99764.8805402,355.956377993,11.5110434417,50.9039348937,2018,3,10763
105723.863154,356.323439899,13.145104809,52.1036448558,2018,3,10764
110595.567938,356.412340843,9.05111341008,59.8965981241,2018,3,10765
100770.594101,356.568834506,8.1512996011,48.5528943729,2018,3,10766
90679.5554225,356.511429086,8.20197415989,51.1083997595,2018,3,10767
99416.4564588,356.380704358,13.4849036219,48.4829393098,2018,3,10768
99797.945459,356.673930162,10.3990876243,52.9457350446,2018,3,10769
102957.926612,356.688661529,9.3464279415,52.7013019683,2018,3,10770
102936.488602,357.03493839,9.1060559115,53.1585485759,2018,3,10771
91775.990872,357.129060699,10.1445479479,50.7587522985,2018,3,10772
112564.291535,356.94444615,13.85033161,54.8245035274,2018,3,10773
118218.226127,357.243628165,9.59554047341,51.6100842088,2018,3,10774
96602.7150225,356.966178136,8.40870474842,52.0841384585,2018,3,10775
105977.728538,357.128154932,8.20875265075,47.9157422905,2018,3,10776
96231.4459185,357.183347672,14.8137246455,56.7144763825,2018,3,10777
99303.4000245,357.07455696,10.3119564485,52.0958944622,2018,3,10778
111654.856967,357.173302226,9.57587188897,50.0603437742,2018,3,10779
99639.6768656,356.737590919,9.17086918526,53.6161668038,2018,3,10780
98378.6395231,357.007727701,10.6410235263,49.1707957792,2018,3,10781
106615.184935,356.854124661,12.2121022278,40.3833146846,2018,3,10782
112197.697499,356.920471225,7.88112808,57.548844046,2018,3,10783
108051.201362,356.910325473,8.96339393878,41.9690119337,2018,3,10784
104185.654689,356.915414991,8.90855873409,52.4115281064,2018,3,10785
93963.3602511,356.62634863,11.4279335196,45.7508984569,2018,3,10786
106596.987871,324.34457715,12.3427198019,55.33556553,2018,3,10787
109265.547156,308.955027296,8.31172438129,47.652469475,2018,3,10788
100334.325284,336.218789598,8.04938802479,47.8064231612,2018,3,10789
98909.0713794,123.025984198,8.07062979925,49.5737704919,2018,3,10790
104326.753632,231.429765867,8.9704269987,41.7347244458,2018,3,10791
106175.939095,309.294528853,14.2281953377,51.5840227437,2018,3,10792
104572.748405,309.13057296,9.32513018153,41.8139495186,2018,3,10793
95676.8643132,309.17813348,9.25567337767,42.457952361,2018,3,10794
93066.8352267,309.511680573,8.4381278582,48.7577800943,2018,3,10795
102011.892791,308.730968991,9.45941776185,35.4016455937,2018,3,10796
90111.9017525,308.494363031,12.7476708861,41.4178104404,2018,3,10797
87448.7013822,308.807488629,8.5738171832,41.5832760862,2018,3,10798
93174.0335008,308.828471886,8.92161706876,46.6460279066,2018,3,10799
80862.1008732,308.815547072,9.01669278252,42.2115360903,2018,3,10800
105047.540054,309.253901251,10.1279046974,47.2729221875,2018,3,10801
99656.6249368,308.673986994,13.8781625839,41.0532806047,2018,3,10802
76426.383952,308.603987469,8.35416480676,45.5608171115,2018,3,10803
89519.0953168,308.63285516,8.57315401118,49.4544851106,2018,3,10804
86916.6749925,269.464024798,7.96615831035,41.5781314029,2018,3,10805
87487.9827934,239.869135253,8.83328856179,44.4324963069,2018,3,10806
93604.1741809,298.301986602,14.163283002,46.5424243936,2018,3,10807
77651.4622194,360.279942058,10.0719227992,43.715086475,2018,3,10808
83668.6634323,280.270490324,8.92840450884,45.644961367,2018,3,10809
101837.162011,342.46938994,7.91638781382,47.6310996002,2018,3,10810
86770.6419849,189.607010036,8.07349749043,43.3895196234,2018,3,10811
86954.312926,153.351930038,11.5438302763,43.4760833788,2018,3,10812
81736.820596,122.794790835,10.8074971672,47.4030732511,2018,3,10813
86153.2272317,235.204935815,8.89218299803,41.7465335505,2018,3,10814
92960.3194229,341.348483365,9.16139278453,47.2937078569,2018,3,10815
80936.2128456,312.822947494,9.19864007163,41.6873669124,2018,3,10816
86191.0653796,296.200071283,10.3497468631,49.5355866326,2018,3,10817
81034.192066,207.576153538,11.9016827541,41.1701400271,2018,3,10818
95024.8631576,226.728776021,7.96531602607,43.1912710746,2018,3,10819
93813.5753179,298.736977188,8.02818128511,45.6284818185,2018,3,10820
80735.5419919,140.430455432,8.75310269999,45.3755551259,2018,3,10821
85470.5122482,320.668654407,9.33636600535,47.1344167714,2018,3,10822
86775.5406884,316.989764278,14.5218680408,49.6617710194,2018,3,10823
82310.5628332,207.502130817,9.06498935693,41.7849775603,2018,3,10824
93881.8372167,168.927491817,8.10557045695,45.761875529,2018,3,10825
81502.4348985,123.23292407,8.33764946765,49.7835015481,2018,3,10826
83407.5374661,258.685355423,8.27912441044,41.5134758577,2018,3,10827
100750.453285,257.676938809,14.0856740134,53.6401894736,2018,3,10828
86006.0564585,240.304056605,9.06235008513,41.7194830461,2018,3,10829
97144.4671657,292.787710998,9.25966876286,53.6994684879,2018,3,10830
85238.4964928,357.395869146,9.15462916452,42.2312850988,2018,3,10831
86122.2818695,161.68262065,9.89126855535,51.1506668642,2018,3,10832
103566.240208,231.922123398,13.7762340507,45.3571597291,2018,3,10833
94096.400136,373.888438638,9.3397675339,48.4101716374,2018,3,10834
95284.4154788,368.12127876,9.04208356149,46.0053488701,2018,3,10835
97369.1489978,374.129544793,8.1904635015,51.642469276,2018,3,10836
98650.1207968,380.05100214,15.4728206065,41.7446406876,2018,3,10837
108257.058082,380.652772059,9.68258063858,50.7408547189,2018,3,10838
96982.563407,356.404424475,9.256559663,44.8792169928,2018,3,10839
96667.3029191,356.606430606,9.08481130597,42.0231912158,2018,3,10840
103394.458435,357.067422387,14.9168237156,53.9758495725,2018,3,10841
95164.0459639,357.325938002,9.16433221183,47.8541997321,2018,3,10842
110845.497881,357.34653796,9.11243490245,48.3275343627,2018,3,10843
102540.951148,357.226310565,11.2270001507,50.1727864139,2018,3,10844
95252.9458527,357.428511886,14.797510986,48.1377450761,2018,3,10845
110076.157858,357.439662844,9.33540491189,48.8332455562,2018,3,10846
105856.282673,355.7499293,10.0442405671,49.4362255254,2018,3,10847
101914.865505,357.331805654,14.0348655975,53.5993376422,2018,3,10848
106509.052431,357.313162512,10.7375112836,51.8522063665,2018,3,10849
97496.4180817,357.263823117,9.41200967135,54.3460892023,2018,3,10850
110396.376293,357.243840077,9.41405204215,57.6330820456,2018,3,10851
103038.464809,357.053383843,14.7169857776,52.725713864,2018,3,10852
98597.6440151,356.582753953,9.55574069811,54.1057214438,2018,3,10853
100535.76933,355.979414258,8.22236499626,53.5300247523,2018,3,10854
99677.0044063,355.983242361,8.64063207188,60.8630045723,2018,3,10855
113728.687868,355.870614739,14.6264321987,47.4371412531,2018,3,10856
105020.659859,355.726838606,11.2410320588,60.400875574,2018,3,10857
96470.4701439,356.062593367,9.74013592155,54.7478141636,2018,3,10858
103192.769973,356.419408602,9.50890234081,48.3365947201,2018,3,10859
109634.52213,356.074690064,13.8188149837,58.1081723978,2018,3,10860
98918.1677591,356.237357398,10.6842825859,52.6032750082,2018,3,10861
103583.715458,356.144851786,8.74204397075,53.5685601305,2018,3,10862
105069.920113,356.660862449,9.40879755825,50.6304463848,2018,3,10863
95401.1498489,356.202920425,13.5081050318,50.9183345297,2018,3,10864
114891.957058,355.687173442,11.8720483419,56.9277060327,2018,3,10865
104886.011311,355.931602169,8.28861811037,52.5617732969,2018,3,10866
100207.151884,356.495546291,8.38673273182,62.4884710438,2018,3,10867
103042.938058,356.634327275,12.6779365787,45.394733122,2018,3,10868
107784.451103,357.747889881,11.9910875089,63.2696851037,2018,3,10869
103798.106183,357.361484593,9.28039193031,46.3688093085,2018,3,10870
108269.33421,356.749657194,9.87677008303,62.5710905495,2018,3,10871
100449.84054,355.873894563,15.291596574,50.8879322449,2018,3,10872
103312.88781,356.212589233,11.6406837348,54.4961127396,2018,3,10873
114797.926457,356.28364326,8.24977752524,56.7956516112,2018,3,10874
99873.3714446,355.749820494,8.24760915395,54.2836918458,2018,3,10875
100928.926289,356.039421265,14.3479706651,44.4122524526,2018,3,10876
101513.032637,356.46699634,11.4325736266,54.5726641089,2018,3,10877
101902.406039,348.281360218,9.14113073752,52.6257741599,2018,3,10878
108496.934801,345.271646059,8.78598087164,50.103275882,2018,3,10879
111783.76002,345.112833611,14.1585422509,48.2683029787,2018,3,10880
98429.0391297,345.090532731,9.16760736595,56.4427114404,2018,3,10881
98148.6102958,345.85214687,8.74909827417,51.94686312,2018,3,10882
112581.908014,318.148845825,9.29092155982,48.1148880638,2018,3,10883
104540.58884,130.967300952,13.3407540506,51.1036162556,2018,3,10884
105233.603177,121.49911811,11.4671596184,53.6051070789,2018,3,10885
98738.4198251,286.139644731,8.17322775386,51.6329990734,2018,3,10886
92046.5161681,249.621749032,8.85078961448,42.4102859235,2018,3,10887
111841.606035,218.912776194,10.9113426119,57.8387096339,2018,3,10888
111453.160484,123.847295521,13.0389676562,42.1718468201,2018,3,10889
89571.9126914,253.052070666,9.45399867825,56.2239100351,2018,3,10890
98794.9717422,237.544742874,9.12124982082,42.0209495364,2018,3,10891
102379.808501,329.560908439,10.0987411198,50.129222118,2018,3,10892
104325.709179,344.979691451,13.0489850222,48.1036903462,2018,3,10893
103151.974589,228.110991188,8.18250013569,47.9756706169,2018,3,10894
94927.613081,276.754419526,9.10798680219,51.994395205,2018,3,10895
87190.9463516,237.688934152,10.3658514329,47.7581653467,2018,3,10896
105068.104731,328.98456971,14.8681883086,46.0912263473,2018,3,10897
100036.455614,316.11688794,8.7332393458,50.5178724277,2018,3,10898
92827.872407,305.228633197,8.19065419891,49.8772667166,2018,3,10899
93407.7477565,313.215868311,8.29078494675,47.6604561395,2018,3,10900
92051.4082972,360.877705308,14.4082192895,55.5280052035,2018,3,10901
104021.661022,350.115594974,10.353574913,55.7359867105,2018,3,10902
100600.782751,297.926285855,9.2128458606,42.0700731353,2018,3,10903
82464.5811508,121.663686694,8.95702064537,55.8241754922,2018,3,10904
95797.469738,121.582367848,13.3564844357,52.7164406734,2018,3,10905
97459.4663735,237.787245745,8.96434019717,47.1811752355,2018,3,10906
99494.2586257,238.163722789,8.51156754831,51.4348609076,2018,3,10907
101541.381104,245.46592779,9.34088032067,51.2750314397,2018,3,10908
80505.6772478,286.641707515,13.4720936291,50.6734788384,2018,3,10909
96587.349725,276.327608101,11.844438528,51.8543828741,2018,3,10910
105871.656489,344.648260979,8.3947049652,48.9267017193,2018,3,10911
83743.9398765,250.957232618,8.15083701113,50.0213998188,2018,3,10912
93293.0379199,360.565226541,9.61986330975,56.2561418637,2018,3,10913
88623.725799,210.601997938,13.3214687573,43.5892692101,2018,3,10914
92438.9486703,121.65364948,9.25095301747,54.1938823377,2018,3,10915
103991.084072,238.116788629,9.28844994754,53.6914584197,2018,3,10916
85134.8370975,360.500784337,10.9590159905,49.2439870419,2018,3,10917
91655.4751887,318.160491288,15.5534673328,50.2221296915,2018,3,10918
97022.3424623,217.626211199,8.20048366484,54.3186285958,2018,3,10919
98771.0098221,228.666794217,8.05068317427,49.5724094212,2018,3,10920
99965.0232412,155.831386119,8.8504151602,50.006161824,2018,3,10921
87774.6835615,309.102041405,13.8251983503,51.6774827287,2018,3,10922
90455.1003285,278.506422977,10.9810936253,54.0178454709,2018,3,10923
96925.5115951,121.767016273,8.7319858198,50.2297051955,2018,3,10924
92735.034585,121.612576274,8.15122605173,52.2987057008,2018,3,10925
101363.936472,241.339260153,10.9036603925,57.609146045,2018,3,10926
96592.4436739,296.523693208,11.9755717721,43.9568477531,2018,3,10927
92889.3455485,167.100406174,8.97481693717,53.5935880339,2018,3,10928
108340.477931,247.779337222,9.46701829429,51.7798247023,2018,3,10929
93725.2251417,340.735224881,11.9482983146,46.0758740276,2018,3,10930
97173.6376167,360.158158179,12.6389355225,49.8791462363,2018,3,10931
101151.132275,377.569709212,10.2726676048,51.0573595815,2018,3,10932
93239.656867,376.240378479,8.92036805806,50.5010847207,2018,3,10933
108062.787246,385.361299253,13.2675294418,52.0268099089,2018,3,10934
96950.175749,374.974067875,12.3634314364,56.3590473554,2018,3,10935
98838.415365,317.581924995,9.69147953124,50.3649984092,2018,3,10936
105506.87068,374.229165533,9.05463634607,52.271614387,2018,3,10937
97544.6060454,223.489131861,12.5637713866,50.5019125951,2018,3,10938
108091.076964,270.990745905,10.7724252309,57.2964484683,2018,3,10939
100491.024378,357.188517828,8.61083696444,56.1020036546,2018,3,10940
90227.1247338,166.344381369,9.3514648127,53.043032704,2018,3,10941
102279.337462,122.69762173,14.6142732917,52.9749599465,2018,3,10942
106610.22794,122.662233204,10.4275064316,52.4467276064,2018,3,10943
100816.349658,221.369358584,9.90879893998,54.9359762314,2018,3,10944
108258.520354,161.045324475,9.8898842402,56.8808571009,2018,3,10945
92325.9006027,122.654022988,15.1855684143,56.9473162673,2018,3,10946
113434.500915,253.182293299,9.89651657481,52.6726788535,2018,3,10947
107645.96669,210.427575443,9.21101649955,53.5246703366,2018,3,10948
90436.6412584,121.289837267,9.26104037302,53.9122509701,2018,3,10949
104074.336319,235.820643473,14.4562380081,53.4304619307,2018,3,10950
99730.4025721,121.332797172,9.16094068401,59.4886719024,2018,3,10951
101143.702848,156.088131885,8.42243416074,53.3466995301,2018,3,10952
109567.359444,203.97399232,9.51643441838,50.7611018789,2018,3,10953
100848.886784,171.64241865,15.2129675113,54.7436713006,2018,3,10954
96166.7515848,145.209694825,10.5838627861,58.7106184695,2018,3,10955
112170.307326,312.576136792,9.92446425767,54.2318294756,2018,3,10956
115325.317613,121.358547886,9.48037949777,49.7756553538,2018,3,10957
94189.8565112,121.323799034,14.2008988225,54.6851571929,2018,3,10958
103739.636259,121.261948664,10.0292708072,52.1511751501,2018,3,10959
101016.193762,121.625618472,9.26859231379,55.9367877458,2018,3,10960
103124.233218,162.934754904,9.65448046109,59.4054583283,2018,3,10961
109817.216851,210.549111158,16.6653976803,52.8869245298,2018,3,10962
104081.526247,121.202849253,9.03133236916,50.2591097242,2018,3,10963
101265.876017,221.280961324,8.47518900814,51.8994004634,2018,3,10964
102432.488122,254.081505171,8.96549654498,54.2241836321,2018,3,10965
107973.598514,121.266938229,16.0017736384,61.0788067481,2018,3,10966
112723.745818,121.245549169,10.0716779967,52.5854520952,2018,3,10967
111739.614558,220.364787654,10.7932219511,59.1368003606,2018,3,10968
95060.2338762,283.817131705,11.4984013018,52.9672310533,2018,3,10969
105019.606273,121.239160822,13.279403823,55.5008455107,2018,3,10970
109201.183697,267.780423465,8.26394999904,54.2898788809,2018,3,10971
103980.606839,361.814638304,9.0970198709,55.199980524,2018,3,10972
103958.18488,247.514938717,14.3332659291,58.195562211,2018,3,10973
116611.222927,323.446982139,15.1612920701,49.0986581059,2018,3,10974
103080.268636,121.410578486,10.2945940753,53.564881458,2018,3,10975
97890.6233731,285.85652962,10.0410175673,54.4667011608,2018,3,10976
119425.203197,121.341694519,13.2760907681,55.5405637785,2018,3,10977
113985.410993,315.005054751,12.5224762967,51.4977972709,2018,3,10978
109060.215207,273.656640087,10.5662974868,57.7862301894,2018,3,10979
105251.018316,361.943605569,10.2963007783,51.3276728913,2018,3,10980
102481.410647,328.430382363,10.5082830175,50.6798565393,2018,3,10981
100939.883291,246.923067953,15.6797274223,48.888799503,2018,3,10982
113555.355132,309.282349591,9.93888064495,50.5306177771,2018,3,10983
103891.694838,329.437964989,9.44526862629,50.7966633326,2018,3,10984
99474.6325651,315.273208142,11.738642392,52.702774646,2018,3,10985
107481.224469,309.567740528,16.3781750538,50.6441422747,2018,3,10986
113723.154298,309.34491381,12.8061362737,52.2159072615,2018,3,10987
101128.633064,309.534253729,10.1022332012,46.1722340679,2018,3,10988
104749.421096,309.896236397,9.7993442022,50.3714028722,2018,3,10989
91090.2643542,309.310016421,12.6770094753,48.1188406855,2018,3,10990
98166.3906563,309.149431967,14.6111002835,44.3325356286,2018,3,10991
97857.6297802,308.901476149,10.7560534833,49.068855505,2018,3,10992
92576.6356124,308.913314689,10.3681294619,46.3414817045,2018,3,10993
91148.0370632,308.996699611,12.3523735113,48.5470488382,2018,3,10994
95944.9742574,308.748855569,12.3480881379,40.1028108135,2018,3,10995
107339.39336,308.725511032,9.33960973831,50.1236151531,2018,3,10996
103415.37623,308.568541355,9.08794199627,48.7959056289,2018,3,10997
88511.7551771,308.653580663,9.87858020375,50.2637753902,2018,3,10998
97888.9124301,308.787553322,15.8544009089,47.8497966432,2018,3,10999
92635.2647837,308.847906754,10.1781146673,44.3515867276,2018,3,11000
94140.2728286,308.670469255,9.24326163784,54.3514306785,2018,3,11001
98164.2018922,308.640776453,9.0856190133,43.1791292848,2018,3,11002
82768.6653551,308.708957606,9.7719204614,48.4919904208,2018,3,11003
90117.325529,308.724275878,14.4048878859,48.2243891351,2018,3,11004
99284.558466,308.559385021,9.04357729853,49.1383317308,2018,3,11005
91018.2622284,212.32497669,8.64379731212,49.1704838843,2018,3,11006
91944.941939,252.136071328,11.0646422268,52.0976632408,2018,3,11007
86383.1159738,188.497892033,11.1075953819,42.0744889754,2018,3,11008
99887.4984356,148.536504438,9.67199401698,48.0555930635,2018,3,11009
83182.404585,308.018536105,10.5437479405,50.1544121636,2018,3,11010
90296.2620205,194.870242461,10.1818138969,44.0443261708,2018,3,11011
88233.1754945,286.773965057,15.3231764529,48.0988327464,2018,3,11012
85507.035583,134.228221426,8.19413711939,48.1118607888,2018,3,11013
104986.156215,121.632789772,8.25282929952,50.0525307605,2018,3,11014
84941.9064824,266.887287433,8.1147564834,44.1693305999,2018,3,11015
83574.5750601,247.462130546,10.9074310554,54.1955603997,2018,3,11016
97092.1452557,360.59479314,12.4628103647,44.5798591623,2018,3,11017
82132.1543281,175.472517603,9.1545749335,53.9810042189,2018,3,11018
93789.5328076,293.415890065,8.67735964918,46.2240691954,2018,3,11019
91478.7387461,121.626130518,8.38055269614,52.1779487085,2018,3,11020
81362.5012559,257.824375846,14.107191161,48.4870961775,2018,3,11021
97831.8368549,182.521841209,9.11486401116,46.8191113416,2018,3,11022
96255.4179443,121.556571529,9.18697517101,48.9973314229,2018,3,11023
98345.8936016,200.444002966,9.90362244024,49.443236048,2018,3,11024
93815.8077184,239.900763082,13.4163016895,51.3055590157,2018,3,11025
81688.1326127,227.779403956,12.1604616636,47.5233569539,2018,3,11026
98732.6258237,364.323879413,8.23490312792,48.1972777095,2018,3,11027
100004.124755,372.170587847,8.89199276022,43.9807737729,2018,3,11028
87441.2667681,363.33419283,12.238412921,50.6107874675,2018,3,11029
96858.9239899,363.761847817,13.2511698072,42.4537077624,2018,3,11030
85847.8687492,374.141676513,9.031895763,54.3281341108,2018,3,11031
95395.8731909,329.614750666,8.33938320846,42.1430159712,2018,3,11032
114517.263709,167.10511779,10.1291321586,48.4837902215,2018,3,11033
84616.596944,240.309127854,13.2594195043,50.6630448609,2018,3,11034
92406.5724056,356.950897631,8.79968492072,42.5881593527,2018,3,11035
94290.7897271,162.61880736,9.18074196808,52.5577683036,2018,3,11036
93701.1128952,245.680359986,10.347206264,46.8776152849,2018,3,11037
102449.065954,128.849862805,15.9999123562,55.6435376627,2018,3,11038
97418.0855773,121.28043577,9.76822866778,42.7593731504,2018,3,11039
88898.3152991,121.215283046,8.22713363833,43.96081657,2018,3,11040
96604.3718246,233.382876424,10.8028340352,50.9104306236,2018,3,11041
93301.6550968,236.425033406,14.0132458504,48.9372339301,2018,3,11042
107403.660549,195.208803133,9.16494337032,50.57650288,2018,3,11043
94276.3714132,215.79288544,8.76809737693,53.2648869963,2018,3,11044
87653.3965453,179.131248817,9.97413782083,46.8914934522,2018,3,11045
102406.623642,121.26525146,13.4187638978,54.9048048794,2018,3,11046
94184.0946731,207.126747103,8.28599020897,46.6568377582,2018,3,11047
104123.30506,217.874138381,9.2185607154,49.4625035296,2018,3,11048
101287.594676,168.47882587,10.4589423705,50.4911555917,2018,3,11049
87577.0054723,270.733162544,15.4950118075,54.1831800886,2018,3,11050
100027.051545,187.929643576,9.71032535059,45.3550782554,2018,3,11051
110734.58757,121.022034696,8.41040621894,52.7692478444,2018,3,11052
98091.8365994,121.312409045,8.96073016731,48.8239739711,2018,3,11053
