date,15m_indx,Wat1,Wat2,Wat3,PQ
5/19/2018,52,228,6,8,41.9
5/19/2018,53,295.4,6,8,39.6
5/22/2018,0,326,5.8,9,47.7
5/22/2018,1,232,6.4,9,50
5/22/2018,2,257.5,6,9,48.3
5/22/2018,3,131.8,6.6,9,45.5
5/22/2018,4,131.7,6.4,9,44.8
5/22/2018,5,348.3,5.8,9,46.8
5/22/2018,6,244.5,6.4,9,45.7
5/22/2018,7,263.5,6.6,9,48.1
5/22/2018,8,297,10.8,9,44.1
5/22/2018,9,177.7,6.3,9,45.3
5/22/2018,10,126.5,5.9,9,46.5
5/22/2018,11,222.8,6.4,9,42.9
5/22/2018,12,188,6,9,40.9
5/22/2018,13,209.4,6,9,43.6
5/22/2018,14,125.5,6.3,9,43.2
5/22/2018,15,229.5,5.8,8.9,41.6
5/22/2018,16,231.8,6.4,9,43.3
5/22/2018,17,190.8,6.4,9,41.6
5/22/2018,18,159.4,6.1,9,49.2
5/22/2018,19,296.1,6.3,9,43.4
5/22/2018,20,314.7,6.1,9,41.9
5/22/2018,21,314.1,6.4,9,48.4
5/22/2018,22,313.5,6.2,9,48.6
5/22/2018,23,314.5,6.1,9,49
5/22/2018,24,314.4,9.1,9,45.4
5/22/2018,25,314,7.9,9,45.4
5/22/2018,26,314.6,6.3,9,48.8
5/22/2018,27,314.7,6.4,9,48.4
5/22/2018,28,314.1,6.2,9,48.6
5/22/2018,29,314.8,6.1,9,49
5/22/2018,30,314.6,9.1,9,45.4
5/22/2018,31,313.9,7.9,9,45.4
5/22/2018,32,315,6.3,9,48.8
5/22/2018,33,311.3,5.8,9,47.7
5/24/2018,0,244.5,5.8,9,47.7
5/24/2018,1,126.3,6.4,9,50
5/24/2018,2,202.5,6,9,48.3
5/24/2018,3,333.4,6.6,9,45.5
5/24/2018,4,300.1,6.4,9,44.8
5/24/2018,5,284.1,5.8,9,46.8
5/24/2018,6,239.7,6.4,9,45.7
5/24/2018,7,184.2,6.6,9,48.1
5/24/2018,8,349.9,10.8,9,44.1
5/24/2018,9,270.1,6.3,9,45.3
5/24/2018,10,271.1,5.9,9,46.5
5/24/2018,11,153,6.4,9,42.9
5/24/2018,12,188.2,6,9,40.9
5/24/2018,13,256.2,6,9,43.6
5/24/2018,14,125.2,6.3,9,43.2
5/24/2018,15,220.6,5.8,8.9,41.6
5/24/2018,16,132.7,6.4,9,43.3
5/24/2018,17,366.7,6.4,9,41.6
5/24/2018,18,366.4,6.1,9,49.2
5/24/2018,19,366.3,6.3,9,43.4
5/24/2018,20,365.8,6.1,9,41.9
5/24/2018,21,332.9,6.4,9,48.4
5/24/2018,22,271.1,6.2,9,48.6
5/24/2018,23,348.7,6.1,9,49
5/24/2018,24,261.3,9.1,9,45.4
5/24/2018,25,126.3,7.9,9,45.4
5/24/2018,26,125.3,6.3,9,48.8
5/24/2018,27,239.1,6,9,50.3
5/24/2018,28,271.3,5.9,9,51.2
5/24/2018,29,299.1,6.3,9,44.9
5/24/2018,30,125.7,5.7,9,41.8
5/24/2018,31,303,6.9,9,43.1
5/24/2018,32,124.6,6.3,9,45.2
5/24/2018,33,223.7,6.1,8.9,50.8
5/24/2018,34,125.5,6.4,8.9,48.1
5/24/2018,35,213.6,6.4,9,47.9
5/24/2018,36,284.2,6.1,9,43.6
5/24/2018,37,238.3,5.8,9,49.8
5/24/2018,38,219,6.4,9,49.6
5/24/2018,39,124.5,6.1,9,46.8
5/24/2018,40,124.9,5.8,9,45.4
5/24/2018,41,219.4,6.5,8.9,49.3
5/24/2018,42,198.7,5.8,8.9,49.3
5/24/2018,43,311.2,6.1,9,52.1
5/24/2018,44,125.9,6.2,9,50.3
5/24/2018,45,332.8,6.3,9,51
5/24/2018,46,220.2,6.4,9,51.9
5/24/2018,47,332.6,11,9,53.8
5/24/2018,48,349,6.2,8.9,52.5
5/24/2018,49,349.1,6.4,8.9,51.6
5/24/2018,50,365.6,5.7,8.9,52
5/24/2018,51,365.2,6.4,8.9,50.7
5/24/2018,52,285.2,6,9,56.5
5/24/2018,53,299.6,6,9.1,50
5/24/2018,54,252.1,6.3,9,51.6
5/24/2018,55,124.8,5.7,9.1,50.7
5/24/2018,56,327.2,6.3,9,50.9
5/24/2018,57,283.4,6.1,9,49.3
5/24/2018,58,364,6.6,9,50.1
5/24/2018,59,134.3,6.4,9,48.7
5/24/2018,60,124.1,6.2,9,51.6
5/24/2018,61,202.9,6.4,9,55.2
5/24/2018,62,156.1,5.9,9,50.8
5/24/2018,63,266.5,5.9,9,51.6
5/24/2018,64,269.7,6.4,9,50
5/24/2018,65,223.7,5.7,9.2,48.7
5/24/2018,66,337.8,6.3,8.6,50.2
5/24/2018,67,364.4,6,8.2,43.3
5/24/2018,68,220.2,5.9,8.8,47.9
5/24/2018,69,279.1,6.3,8.8,48.8
5/24/2018,70,309.8,5.8,8.5,48.6
5/24/2018,71,180.2,6.9,8.8,46.5
5/24/2018,72,166.8,11,8.3,47.4
5/24/2018,73,365,6.3,8.3,47.8
5/24/2018,74,159.5,6.4,8.6,49.6
5/24/2018,75,302.4,5.7,8.2,50.7
5/24/2018,76,243.7,6.2,8.8,41.7
5/24/2018,77,233.1,6.4,8.7,41.2
5/24/2018,78,124.9,7.3,8.6,43.1
5/24/2018,79,124.5,6.9,8.9,43.8
5/24/2018,80,124.6,6,8.3,43.1
5/24/2018,81,313.7,6.4,8.3,45.8
5/24/2018,82,225.3,6.4,8.6,46
5/24/2018,83,221.5,6.4,8.2,42.8
5/24/2018,84,259.5,5.8,8.7,42.5
5/24/2018,85,125.1,6.7,8.8,40.3
5/24/2018,86,320,6.4,8.8,41.8
5/24/2018,87,365.3,6.3,9,41.6
5/24/2018,88,364.9,9.4,8.4,44.3
5/24/2018,89,365.4,7.7,8.5,46.4
5/24/2018,90,365,5.9,8.7,47.1
5/24/2018,91,317.8,6.4,8.3,46.8
5/24/2018,92,277.7,5.8,8.8,48
5/24/2018,93,125.9,6.2,9,47.1
5/24/2018,94,222.1,6.2,9,47.7
5/24/2018,95,272.1,5.8,9,48.7
5/24/2018,96,257.2,6.4,9,48.7
5/25/2018,0,365.3,6.3,9,49.9
5/25/2018,1,172.4,5.7,9,50.1
5/25/2018,2,126.3,6.8,9,48.8
5/25/2018,3,186,6.1,9,43.6
5/25/2018,4,321.5,6.3,9,43.5
5/25/2018,5,244.3,6.4,9,46.6
5/25/2018,6,365.2,11.3,9.1,42.4
5/25/2018,7,270.2,7.4,9.1,44.2
5/25/2018,8,125.5,6.9,9.1,44.5
5/25/2018,9,135.9,5.9,9,43.9
5/25/2018,10,308,6.4,9,47.6
5/25/2018,11,215.8,5.8,9,49.8
5/25/2018,12,269.8,6.3,9.3,44.9
5/25/2018,13,125.9,6,9.1,45
5/25/2018,14,125.1,6,9.2,45.1
5/25/2018,15,306.6,6.9,9.3,48
5/25/2018,16,313.1,5.8,9.1,49
5/25/2018,17,313.5,6.3,9.2,51
5/25/2018,18,312.8,7.3,9.1,54.2
5/25/2018,19,313.2,10.1,9.1,50.5
5/25/2018,20,313.7,6.4,9.4,48.9
5/25/2018,21,312.8,5.9,9.1,49.8
5/25/2018,22,313.1,6.3,9.2,50.8
5/25/2018,23,313.4,6,9.3,52.3
5/25/2018,24,313.6,5.9,9.1,44.3
5/25/2018,25,312.5,6.4,9.2,43.6
5/25/2018,26,313.4,6.9,9.1,45.7
5/25/2018,27,313.9,7.4,9.1,46.1
5/25/2018,28,312.5,6.1,9,46.2
5/25/2018,29,313.3,6.5,9,45.6
5/25/2018,30,313.1,6.4,9.1,48.3
5/25/2018,31,313.5,6.4,9.1,49.4
5/25/2018,32,313.5,6.4,9,55.2
5/25/2018,33,313.3,6.4,9,55
5/25/2018,34,312.4,6.4,9,56.3
5/25/2018,35,312.4,5.9,9,53.4
5/25/2018,36,312,6.1,9.2,54.1
5/25/2018,37,312.4,6.4,9.1,51.3
5/25/2018,38,313.1,5.7,9.1,55.7
5/25/2018,39,312.9,6.1,9.9,56
5/25/2018,40,309.7,6.1,10.3,60.8
5/25/2018,41,122.7,5.7,9.8,64.2
5/25/2018,42,301.9,6.4,9.9,64.9
5/25/2018,43,214.8,6.4,10.2,60.9
5/25/2018,44,134.8,6,10,59.3
5/25/2018,45,285.5,6.3,10,58.5
5/25/2018,46,336.5,6.2,10,52.2
5/25/2018,47,352.3,6.3,10,57.3
5/25/2018,48,370,5.8,10,53.9
5/25/2018,49,369.9,6,10,52.6
5/25/2018,50,338.8,6.2,10,50
5/25/2018,51,306.2,5.8,10,48.7
5/25/2018,52,339,6.3,10,50.3
5/25/2018,53,207,5.9,10,58
5/25/2018,54,370.2,5.9,10.2,53.7
5/25/2018,55,289,6.2,10,49.8
5/25/2018,56,245.7,6.2,10,47.3
5/25/2018,57,131.8,6.2,10,49.7
5/25/2018,58,131.7,5.8,9.8,48.4
5/25/2018,59,239.1,6,10,51
5/25/2018,60,244.5,6.4,9.7,48.1
5/25/2018,61,213.5,6,9.7,50.2
5/25/2018,62,276.6,6.2,9.8,53.6
5/25/2018,63,306.5,5.9,9.1,51.7
5/25/2018,64,251.7,5.8,9.1,48.5
5/25/2018,65,344.3,6.3,9.1,48.8
5/25/2018,66,275.5,5.7,9,50
5/25/2018,67,363.5,6.3,9,45.5
5/25/2018,68,171.6,5.8,9,46.1
5/25/2018,69,124.8,6,9,45.1
5/25/2018,70,220.9,6.7,9,41.7
5/25/2018,71,311,5.7,9,42.8
5/25/2018,72,363.4,6.2,9,41.6
5/25/2018,73,300.1,6.1,9,43.3
5/25/2018,74,221.4,6.1,9,41.9
5/25/2018,75,186.3,6.3,9,46.1
5/25/2018,76,270.8,5.6,9,42.7
5/25/2018,77,242.7,6.2,9,43.9
5/25/2018,78,295.1,5.8,9,40.7
5/25/2018,79,220,5.7,9,41.6
5/25/2018,80,207.5,6.1,9,41.2
5/25/2018,81,246.2,6,9,44.3
5/25/2018,82,252.6,6.4,9,43.3
5/25/2018,83,171.9,6.4,9,41.8
5/25/2018,84,131.8,6.7,9,41.6
5/25/2018,85,131.7,5.6,9,45
5/25/2018,86,341.2,6.3,9,43.4
5/25/2018,87,290.2,6.3,9,41.3
5/25/2018,88,369.4,6.2,9,44.9
5/25/2018,89,366.7,6.4,9,43.7
5/25/2018,90,364.8,6,9,47.3
5/25/2018,91,366.6,5.8,9,45.7
5/25/2018,92,219.9,6.4,9,51.4
5/25/2018,93,184.6,5.8,9,49.7
5/25/2018,94,264.6,6.2,9,52.7
5/25/2018,95,223.7,6.1,9,50.3
5/25/2018,96,125.4,5.7,9,47.5
5/26/2018,0,336.5,5.8,9,47.8
5/26/2018,1,362.5,6.4,9,47.3
5/26/2018,2,157.3,6.4,9,49.2
5/26/2018,3,238,10.9,9,46.5
5/26/2018,4,203.8,6.1,9,43.8
5/26/2018,5,280.6,6.3,9,45.1
5/26/2018,6,316,6.4,9,48.6
5/26/2018,7,356.7,6,9,47.3
5/26/2018,8,334.1,6.6,9,46.4
5/26/2018,9,279.8,7.4,9,44.8
5/26/2018,10,198.7,6.6,9,48.5
5/26/2018,11,220.3,6.5,9,49.7
5/26/2018,12,125.1,6,9,48.4
5/26/2018,13,124.1,6.1,9,49
5/26/2018,14,126.2,6.2,9,49.4
5/26/2018,15,219.4,5.8,9,53
5/26/2018,16,123.3,7.1,9,48.3
5/26/2018,17,123.3,6,9,48.3
5/26/2018,18,198.5,10.9,9,48.2
5/26/2018,19,176.6,6.5,9,50
5/26/2018,20,123.2,6.4,9,54.8
5/26/2018,21,293.9,6.5,9,55.9
5/26/2018,22,135.5,6,9,51.5
5/26/2018,23,286.2,6.1,9,55.3
5/26/2018,24,252.7,6.3,9,53.4
5/26/2018,25,156.2,5.8,9,51.6
5/26/2018,26,236.1,6.4,9,54.3
5/26/2018,27,124.8,5.9,9,52
5/26/2018,28,124.9,6.1,9,49
5/26/2018,29,160.8,6.2,9,45.7
5/26/2018,30,217.9,6.4,9,45.5
5/26/2018,31,124.9,6.2,9,47.1
5/26/2018,32,205.8,6.1,9,47.7
5/26/2018,33,125.5,6.4,9,44.4
5/26/2018,34,235.5,6.4,9,46.6
5/26/2018,35,125.8,6.1,9,41.5
5/26/2018,36,204.8,5.8,9,41.8
5/26/2018,37,124.9,6.4,9,43.2
5/26/2018,38,124.4,5.9,9,44.3
5/26/2018,39,129.2,5.7,8.9,45.1
5/26/2018,40,203.2,6.4,8.9,44.7
5/26/2018,41,229.9,5.8,9,44.1
5/26/2018,42,271,5.9,9,41
5/26/2018,43,231.8,6.3,9,41.3
5/26/2018,44,347.1,5.7,9,42.5
5/26/2018,45,268.1,6.8,9,40.8
5/26/2018,46,301.4,6,9,41.9
5/26/2018,47,330.6,6.1,9,42.8
5/26/2018,48,363.1,6.4,9,44.6
5/26/2018,49,363,5.7,9,44.2
5/26/2018,50,363.2,6.1,9,41.2
5/26/2018,51,363.3,6.1,9,40.9
5/26/2018,52,256.5,5.8,9,40.6
5/26/2018,53,153.1,6.4,9,39.9
5/26/2018,54,315.4,5.8,9,41.6
5/26/2018,55,281.4,6.1,9,43.1
5/26/2018,56,191.5,6.2,9,45
5/26/2018,57,249.7,5.7,9,43.9
5/26/2018,58,205.5,6.4,9,41.1
5/26/2018,59,221.6,6.4,9,41.2
5/26/2018,60,222.3,6.1,9,42.3
5/26/2018,61,125.7,6.4,9,41
5/26/2018,62,207.4,6.2,9,44.1
5/26/2018,63,125.9,6.4,9,43.8
5/26/2018,64,287.4,5.9,9,41.8
5/26/2018,65,300.5,6,9,42.7
5/26/2018,66,307.8,6.2,9,45.4
5/26/2018,67,312.3,5.6,9,41.5
5/26/2018,68,220.3,6.3,9,43
5/26/2018,69,128.6,5.8,9,41.3
5/26/2018,70,233,6,8.9,45.2
5/26/2018,71,330.9,6.3,8.9,42.8
5/26/2018,72,347.1,6.4,9,40.9
5/26/2018,73,362.8,6.3,9,41.3
5/26/2018,74,342.8,6,9,44.5
5/26/2018,75,343.1,6.1,9,42.8
5/26/2018,76,198.8,6.4,9,43.5
5/26/2018,77,126.7,6,9,45.6
5/26/2018,78,126.4,6.3,9,44.1
5/26/2018,79,126.6,5.8,9,48.9
5/26/2018,80,231.5,6.4,9,45.7
5/26/2018,81,360.4,6.4,9,44.2
5/26/2018,82,376.5,6.4,9,47.3
5/26/2018,83,286.2,5.8,9,50.5
5/26/2018,84,225.7,6.4,9,46.9
5/26/2018,85,226.7,6.3,9,48.3
5/26/2018,86,302.9,6.4,9,45.9
5/26/2018,87,380.9,6.3,9,41
5/26/2018,88,383.3,6.2,9,39.2
5/26/2018,89,383.5,6.1,9,41
5/26/2018,90,383.3,6.5,9,46.5
5/26/2018,91,383.1,6.2,9,44
5/26/2018,92,233.5,6.1,9,44.4
5/26/2018,93,283.5,6.2,9,42.6
5/26/2018,94,175,5.8,9,42.6
5/26/2018,95,254.6,6.5,9,43.7
5/26/2018,96,133,6.3,9,42.1
5/27/2018,0,241.5,5.8,9,42.5
5/27/2018,1,293.1,6.2,9,43.2
5/27/2018,2,261.6,6.2,9,42.3
5/27/2018,3,128.5,6.2,9,46.1
5/27/2018,4,272.2,6.8,9,48.2
5/27/2018,5,352.9,6,9,44
5/27/2018,6,223.3,6.2,9,43.2
5/27/2018,7,350.1,6.5,9,45.4
5/27/2018,8,301.4,6.5,9,42.8
5/27/2018,9,366.1,6.5,9,43.9
5/27/2018,10,315.5,5.9,9,45.8
5/27/2018,11,125.8,6.3,9,44.9
5/27/2018,12,240.7,6.3,9,43.7
5/27/2018,13,303.8,6,9,48.5
5/27/2018,14,302.3,6.6,9,49.7
5/27/2018,15,221.3,6.1,9,49
5/27/2018,16,152.4,6.3,9,52.2
5/27/2018,17,125.1,6.9,9,48.9
5/27/2018,18,125.3,5.8,9,50.6
5/27/2018,19,205.5,6.5,9,52.4
5/27/2018,20,255.8,6,9,52.8
5/27/2018,21,221,6.3,9,54.9
5/27/2018,22,125.5,6.5,9,52
5/27/2018,23,291.3,6.4,9,48.6
5/27/2018,24,353.8,6.5,9,44.9
5/27/2018,25,313.4,6,9,48.6
5/27/2018,26,313.9,6.2,9,49.9
5/27/2018,27,313.6,6.4,9,44.5
5/27/2018,28,313.6,5.9,9,43.4
5/27/2018,29,313.3,6.5,9,45.8
5/27/2018,30,313.2,6.6,9,48.4
5/27/2018,31,313.5,6.5,9,45.6
5/27/2018,32,314.3,6.5,9,43.2
5/27/2018,33,313.4,6.5,9,44.4
5/27/2018,34,313.5,5.8,9,42.3
5/27/2018,35,314.5,6.3,9,42.9
5/27/2018,36,313.8,6.5,9,42.7
5/27/2018,37,314.5,6.3,9,41.9
5/27/2018,38,314.8,6.3,9,45.5
5/27/2018,39,319.5,6.2,9,45.6
5/27/2018,40,319.3,5.8,9,42.3
5/27/2018,41,319.4,6.4,9,42.9
5/27/2018,42,319.3,5.8,9,41.5
5/27/2018,43,319.3,6.8,9,40.1
5/27/2018,44,319.3,6.2,9,41.6
5/27/2018,45,319.4,5.8,9,43.2
5/27/2018,46,319.4,6.5,9,44.2
5/27/2018,47,319.5,6,9,43.9
5/27/2018,48,317,6.1,9,42.5
5/27/2018,49,313.1,6.2,9,40.1
5/27/2018,50,312.6,6.2,9,41.5
5/27/2018,51,312.3,6.4,9,41.1
5/27/2018,52,316.4,5.9,9,43.4
5/27/2018,53,269.3,6,9,41.1
5/27/2018,54,275.4,6.3,9,40.6
5/27/2018,55,168.3,5.8,9,43.2
5/27/2018,56,310.8,6.3,9,43
5/27/2018,57,283.9,6.6,9,40.9
5/27/2018,58,221.6,5.9,9,41.3
5/27/2018,59,223.3,6.3,9,44.1
5/27/2018,60,125.9,5.7,9,45.3
5/27/2018,61,166.6,6.3,9,43.4
5/27/2018,62,366.5,5.9,9,41.8
5/27/2018,63,267.7,6.1,9,41.6
5/27/2018,64,265.2,6.3,9,44
5/27/2018,65,280.6,6,9,44.2
5/27/2018,66,244,6.3,9,42.9
5/27/2018,67,228.9,6,9,43.5
5/27/2018,68,301.4,5.9,9,41.9
5/27/2018,69,238.4,6.3,9,42.3
5/27/2018,70,236.3,6.2,9,42
5/27/2018,71,348.3,6.3,9,44.9
5/27/2018,72,211,6.1,9,47.7
5/27/2018,73,269.7,6.3,9,50.5
5/27/2018,74,125.7,6.3,9,48.7
5/27/2018,75,125.6,5.8,9,45
5/27/2018,76,125.2,6.3,9,46.8
5/27/2018,77,202.2,6,9,46.7
5/27/2018,78,192.3,5.9,9,46.1
5/27/2018,79,125,6.2,9,40.3
5/27/2018,80,243.1,6.1,9,42.1
5/27/2018,81,161.6,6.4,9,45.6
5/27/2018,82,363.9,6.4,9,45.4
5/27/2018,83,363.1,6.2,9,40
5/27/2018,84,362.9,6.3,9,41.7
5/27/2018,85,364.9,6.5,9,40.7
5/27/2018,86,370.5,6.3,9,42.2
5/27/2018,87,370.4,6.3,9,42.5
5/27/2018,88,370.4,6.5,9,40.3
5/27/2018,89,370.4,5.9,9,41.6
5/27/2018,90,370.1,6.1,9,47.3
5/27/2018,91,338.5,6.2,9,44.6
5/27/2018,92,320.8,5.8,9,43.3
5/27/2018,93,299,6.5,9,43.6
5/27/2018,94,329.6,5.9,9,42.2
5/27/2018,95,225.5,6.2,9,43.5
5/27/2018,96,126,6.2,9,42.5
5/28/2018,0,127.1,5.9,9,42.7
5/28/2018,1,127,5.9,9,42.1
5/28/2018,2,188,7.1,9,45.9
5/28/2018,3,264.5,5.9,9,49.6
5/28/2018,4,278,6.3,9,46.1
5/28/2018,5,367,6.5,9,44.3
5/28/2018,6,318.2,6.2,9,48.3
5/28/2018,7,366.8,6.5,9,50.5
5/28/2018,8,238.2,5.9,9,54.2
5/28/2018,9,245.5,6.2,9,51.6
5/28/2018,10,241.1,6.2,9,52.3
5/28/2018,11,171,6,9,54.3
5/28/2018,12,190.2,6.5,9,56.6
5/28/2018,13,178.8,5.9,9,49.3
5/28/2018,14,239.3,6.4,9,56
5/28/2018,15,123.5,6.1,9,52.1
5/28/2018,16,246,8.8,9,47.1
5/28/2018,17,313.5,8.8,9,47.7
5/28/2018,18,312.6,6.4,9,48.2
5/28/2018,19,313.5,6.4,9,53
5/28/2018,20,313.3,6.1,9,53
5/28/2018,21,313.8,6,9,47.2
5/28/2018,22,314,6.4,9,47.6
5/28/2018,23,313.1,5.8,9,48.5
5/28/2018,24,313.3,6.4,9,51.2
5/28/2018,25,313.3,6.5,9,49.2
5/28/2018,26,181.6,6.5,9,46.3
5/28/2018,27,331.4,6.3,9,49.1
5/28/2018,28,125.3,5.8,9,53.8
5/28/2018,29,168.6,6.4,9,45
5/28/2018,30,300.9,6.9,9,50.5
5/28/2018,31,132.3,6,9,44.5
5/28/2018,32,125.2,6.5,9,46
5/28/2018,33,271.8,6.5,9,44.6
5/28/2018,34,236.5,6.2,9,42.9
5/28/2018,35,316.3,5.9,9,44.4
5/28/2018,36,157.4,6.4,9,48.1
5/28/2018,37,310.6,5.9,9,48.1
5/28/2018,38,182.7,6.2,9,43.1
5/28/2018,39,173.2,6.4,9,41.6
5/28/2018,40,139.3,5.8,9,42.9
5/28/2018,41,205.7,6.1,9,40.9
5/28/2018,42,305.9,6.1,8.8,44
5/28/2018,43,276.6,6.3,8.1,43.5
5/28/2018,44,242.6,6.4,8.2,45.1
5/28/2018,45,340.4,5.7,8.1,51.8
5/28/2018,46,351.6,6.2,8.9,44.5
5/28/2018,47,190.1,6,9,45.4
5/28/2018,48,364.2,5.8,9,45.9
5/28/2018,49,364.1,6.3,9,47.4
5/28/2018,50,363.8,5.9,9,46.3
5/28/2018,51,362,6.3,9,44.4
5/28/2018,52,316,6.1,9,41.9
5/28/2018,53,262,5.7,9,44.2
5/28/2018,54,364,6.4,9,42.1
5/28/2018,55,219.4,5.7,9,40.1
5/28/2018,56,203.1,6.1,9,44.1
5/28/2018,57,264.9,6.6,9,41.3
5/28/2018,58,290.5,5.7,9,42.9
5/28/2018,59,126.3,6.4,9,41.6
5/28/2018,60,152.7,5.7,9,41.8
5/28/2018,61,212,6.1,9,42.2
5/28/2018,62,222.8,6,9,45.6
5/28/2018,63,126.8,5.8,9,45.2
5/28/2018,64,333.5,6.4,9,40.9
5/28/2018,65,347.2,6.1,9,42.3
5/28/2018,66,316.3,6.1,9,39.9
5/28/2018,67,284.7,5.9,9,41.2
5/28/2018,68,264.4,5.8,8.8,40.3
5/28/2018,69,141.1,6.4,8.7,43.2
5/28/2018,70,225.2,5.7,8.4,43.3
5/28/2018,71,218.6,6.6,9,45.8
5/28/2018,72,129.7,6,9,40.9
5/28/2018,73,275.6,5.8,8.6,41.5
5/28/2018,74,269.8,6.3,8.6,42.5
5/28/2018,75,363.2,5.6,8.9,41.4
5/28/2018,76,348.4,6.1,8.5,41.6
5/28/2018,77,126.9,6.3,8.7,44.5
5/28/2018,78,228.4,6.2,8.6,42.5
5/28/2018,79,335,6,8.5,43.7
5/28/2018,80,288.5,6,9,43.4
5/28/2018,81,127.9,6.4,8.7,42.3
5/28/2018,82,210.9,6.4,8.7,40.2
5/28/2018,83,262,6.1,8.9,41.3
5/28/2018,84,225.8,5.6,8.6,43.2
5/28/2018,85,127.4,6.9,8.8,42.1
5/28/2018,86,165.5,6.1,8.5,41.3
5/28/2018,87,376.9,5.7,8.8,40.5
5/28/2018,88,380.8,6.3,8.9,46.9
5/28/2018,89,378.7,6,8.8,43.2
5/28/2018,90,365.1,6.2,8.9,40.3
5/28/2018,91,382.8,6.4,8.9,44.2
5/28/2018,92,376.7,5.7,8.8,41.9
5/28/2018,93,127.7,6.2,9,42.3
5/28/2018,94,128,6.1,8.9,43
5/28/2018,95,126.8,5.9,9,41.5
5/28/2018,96,126.7,6.4,9,40.8
5/29/2018,0,127,6.5,9,47.4
5/29/2018,1,128.9,6.1,9,52.4
5/29/2018,2,279.2,6.6,9,51.1
5/29/2018,3,244.2,6.4,9,49.3
5/29/2018,4,260.4,5.8,9,47.6
5/29/2018,5,329.3,6.4,9,48.4
5/29/2018,6,207.1,6.2,9,48.5
5/29/2018,7,316.6,6.4,9,49.9
5/29/2018,8,379.8,6.4,9,51.5
5/29/2018,9,378.9,5.9,9,50.3
5/29/2018,10,199.4,6.4,9,48.4
5/29/2018,11,263.9,6.1,9,44.6
5/29/2018,12,226.9,6,9,47.1
5/29/2018,13,302.7,6.4,9,45.6
5/29/2018,14,307.5,5.8,9,49.5
5/29/2018,15,206.5,6.4,9,47.5
5/29/2018,16,272.9,6.6,9,45.4
5/29/2018,17,323.3,6.1,9,47.4
5/29/2018,18,125.2,6.3,9,50.5
5/29/2018,19,303.4,6.1,9,51.7
5/29/2018,20,159.2,6.5,9,47.6
5/29/2018,21,125,6.2,9,48.3
5/29/2018,22,208.4,6.1,9,47.7
5/29/2018,23,221.7,6.3,9,45.2
5/29/2018,24,124.9,5.8,9,49.5
5/29/2018,25,237.3,6.4,9,47.8
5/29/2018,26,125.3,5.9,9,50.1
5/29/2018,27,124.8,6,9,47.7
5/29/2018,28,124.6,6.4,8.3,46.2
5/29/2018,29,124.8,6,8.8,52.5
5/29/2018,30,220,6.8,8.1,47.8
5/29/2018,31,310.7,6.4,8.3,51.6
5/29/2018,32,313.2,6.4,8.2,57.3
5/29/2018,33,313.5,5.8,8.1,58.6
5/29/2018,34,314.6,6.3,8.5,53
5/29/2018,35,314.6,6.2,8.1,52.6
5/29/2018,36,314.7,5.8,8.1,53
5/29/2018,37,318.8,6.3,8.6,54.7
5/29/2018,38,319.1,6.2,8.4,53.4
5/29/2018,39,315.7,6.2,8.4,49.5
5/29/2018,40,313.1,6.3,8.3,50.5
5/29/2018,41,312.9,5.6,8.5,48.1
5/29/2018,42,312.9,6.3,9,46.6
5/29/2018,43,313,6.3,9,45.9
5/29/2018,44,312.9,5.9,9,49.3
5/29/2018,45,313,6.2,9,48.7
5/29/2018,46,313.2,5.7,8.5,53.4
5/29/2018,47,313.1,6.2,8.8,50.2
5/29/2018,48,305,5.9,8.1,49.9
5/29/2018,49,342.6,5.9,8,51.1
5/29/2018,50,364.8,6.3,8.1,50.8
5/29/2018,51,304,5.9,8.1,52.1
5/29/2018,52,364.1,6.2,8.1,54.2
5/29/2018,53,276.1,5.9,8.1,56
5/29/2018,54,201.5,5.7,8,51.7
5/29/2018,55,162.9,6.2,8.1,52.4
5/29/2018,56,256.8,5.7,8.3,49.3
5/29/2018,57,193.8,6.8,8.3,49.3
5/29/2018,58,229.7,6.3,9.3,50.5
5/29/2018,59,126.2,5.7,9.1,52.8
5/29/2018,60,126.3,6.4,9.2,50.8
5/29/2018,61,236.3,5.6,9,49.4
5/29/2018,62,345.4,6.1,8.7,48.9
5/29/2018,63,332,5.9,8.2,49.2
5/29/2018,64,348.1,5.8,8.1,47.8
5/29/2018,65,302.4,6.2,8,45.2
5/29/2018,66,231.8,5.6,8,45.2
5/29/2018,67,274.4,6.3,8,46.9
5/29/2018,68,239.7,5.8,8,43.7
5/29/2018,69,338.1,6.2,8,42.8
5/29/2018,70,190.7,6.9,8,40.7
5/29/2018,71,191,5.6,8.1,41.5
5/29/2018,72,219.1,6.1,8.1,41.9
5/29/2018,73,126.5,5.9,8,42.5
5/29/2018,74,126.5,5.8,8,41.9
5/29/2018,75,294.9,6.2,8,43.8
5/29/2018,76,277.6,6.2,8,45.2
5/29/2018,77,223.4,6.4,8,43.8
5/29/2018,78,237,6.3,8.1,40.6
5/29/2018,79,252.8,6.2,8,42.2
5/29/2018,80,224.8,5.5,8,40
5/29/2018,81,126.1,6.1,8,43
5/29/2018,82,125.7,6.3,8,43.2
5/29/2018,83,222.6,5.8,8,44.5
5/29/2018,84,253.4,7,8,43.5
5/29/2018,85,124.3,6,8.1,44.8
5/29/2018,86,288,5.8,8,43.4
5/29/2018,87,350.5,6.5,8.1,41.7
5/29/2018,88,368.1,5.8,8.1,41.2
